AGREGAÇÃO,LOCALIDADE,RECONHECIMENTO,GESTOR,TIPO,FONTE,EIXO,SUBEIXO,FINALIDADE,PAGO/CONCEDIDO,PAGO_CONCEDIDO_NUM,GESTOR_NOME,GESTOR_SIGLA_NOME
Municipal,ALECRIM,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,145569.0,145569.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALEGRETE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,6528.0,6528.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRETE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,2761807.0,2761807.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRETE,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,50310.0,50310.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRETE,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",176000.0,176000.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRETE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,85553.20000000001,85553.20000000001,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ALEGRETE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,15200.0,15200.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ALEGRETE,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,5500968.0,5500968.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRETE,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,10114366.846149143,10114366.846149143,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRETE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,2915980.0,2915980.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRETE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,9689221.0,9689221.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRETE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),2043000.0,2043000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRETE,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,99584640.0,99584640.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRETE,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,2840700.0,2840700.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ALEGRETE,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",390000.0,390000.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ALEGRETE,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,26249533.95999997,26249533.95999997,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,ALEGRETE,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,168185.56,168185.56,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ALEGRETE,Situação de Emergência,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",478579.0,478579.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ALEGRETE,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,264264.37,264264.37,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALEGRETE,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,3424655.0,3424655.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALEGRETE,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,2035847.23,2035847.23,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALEGRIA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,8466.0,8466.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRIA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,200357.0,200357.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRIA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,10871.0,10871.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALEGRIA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,7642.0,7642.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ALEGRIA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,15200.0,15200.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ALEGRIA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,157677.0,157677.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRIA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,11346.676267748478,11346.676267748478,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRIA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,120000.0,120000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRIA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,134600.0,134600.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRIA,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,2641419.66,2641419.66,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALEGRIA,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,45900.0,45900.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,ALEGRIA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,2430422.960000001,2430422.960000001,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,ALEGRIA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,3571.98,3571.98,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ALEGRIA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,664994.51,664994.51,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALEGRIA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,92850.0,92850.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALEGRIA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,49332.5,49332.5,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALMIRANTE TAMANDARÉ DO SUL,Nem Emergência / Nem Calamidade,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,510.0,510.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALMIRANTE TAMANDARÉ DO SUL,Nem Emergência / Nem Calamidade,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,33870.0,33870.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALMIRANTE TAMANDARÉ DO SUL,Nem Emergência / Nem Calamidade,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,650.0,650.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALMIRANTE TAMANDARÉ DO SUL,Nem Emergência / Nem Calamidade,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,99356.0,99356.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALMIRANTE TAMANDARÉ DO SUL,Nem Emergência / Nem Calamidade,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,810.48,810.48,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ALMIRANTE TAMANDARÉ DO SUL,Nem Emergência / Nem Calamidade,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,134285.0,134285.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALPESTRE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,2652.0,2652.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALPESTRE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,181213.0,181213.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALPESTRE,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,5550.0,5550.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALPESTRE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,13210.8,13210.8,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ALPESTRE,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,252928.0,252928.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALPESTRE,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,12051.145894736841,12051.145894736841,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALPESTRE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,67568448.71,67568448.71,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALPESTRE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,938200.0,938200.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALPESTRE,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,2646.08,2646.08,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,ALPESTRE,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,916500.35,916500.35,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALPESTRE,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,209591.0,209591.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,ALTO ALEGRE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,1938.0,1938.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALTO ALEGRE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,44027.0,44027.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALTO ALEGRE,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,650.0,650.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,ALTO ALEGRE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,2631.4,2631.4,Ministério da Educação,MEC (Ministério da Educação)
Municipal,ALTO ALEGRE,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,112161.0,112161.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALTO ALEGRE,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,240774.94387543254,240774.94387543254,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,ALTO ALEGRE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,6871060.0,6871060.0,Ministério da Fazenda,MF (Ministério da Fazenda)
